name,business_type,website,lat,lon,address_line1,address_line2,postcode
Potters Arms Cookhouse And Pub,Pub,,51.767128,0.130924,"Potters Arms Public House, Church Langley Way, Harlow, Essex",,CM17 9TD
Q Bar,Pub,,51.769095,0.094749,"Upper Floors, Hawthorne House, 1-5 Harvey Centre Approach, Harlow",,CM20 1HF
Queens Head Pub,Pub,,51.781893,0.149162,"26 Churchgate Street, Harlow, Essex",,CM17 0JT
Rileys Sports Bars (2014) Limited,Pub,,51.768777,0.094636,"Cross Street, Harlow, Essex",,CM20 1YU
The Burnt Mill Snooker & Social Club,Pub,,51.780619,0.098200,"Edinburgh Way, Harlow, Essex",,CM20 2DQ
The Chequers,Pub,,51.783548,0.131784,"2 Market Street, Harlow, Essex",,CM17 0AH
The Clock House,Pub,,51.771311,0.094754,"11-15 Adams House, Eastgate, Harlow, Essex",,CM20 1BD
The Cock Inn Public House,Pub,,51.757568,0.079164,"Three Horseshoes Road, Harlow, Essex",,CM19 4HW
The Crown,Pub,,51.783342,0.130282,"40 Market Street, Harlow, Essex",,CM17 0AQ
The Greyhound,Pub,,51.776878,0.102231,"12 School Lane, Harlow, Essex",,CM20 2QB
The Hare Public House,Pub,,51.768948,0.085020,"100 Hare Street Springs, Harlow, Essex",,CM19 4AS
The Heart And Club,Pub,,51.768776,0.112319,"Pypers Hatch, Maddox Road, Harlow, Essex",,CM20 3NG
The Herald Public House,Pub,,51.748868,0.072303,"Broadley Road, Harlow, Essex",,CM19 5RD
The Link Burger Bar (GPCA Out Building),Pub,,51.743873,0.081171,"The Link Club, Parsloe Road, Harlow, Essex",,CM19 4RT
The Phoenix Pub,Pub,,51.762562,0.114259,"The Phoenix Public House, Tillwicks Road, Harlow, Essex",,CM18 6EN
The Purple Emperor,Pub,,51.771320,0.119698,"Burgoyne Hatch, Harlow, Essex",,CM20 3EH
The Red Lion Public House,Pub,,51.758278,0.132840,"Potter Street, Harlow, Essex",,CM17 9AH
The Royal British Legion,Pub,,51.752645,0.119694,"Radburn Pavilion, Latton Common Road, Harlow, Essex",,CM18 7GY
The Shark Public House,Pub,,51.773891,0.080581,"Hobtoe Road, Harlow, Essex",,CM20 1TH
The Small Copper Pub,Pub,,51.775433,0.124426,"Small Copper, Churchfield, Harlow, Essex",,CM20 3DE
The White Admiral Public House,Pub,,51.779827,0.119808,"1 Ward Hatch, Harlow, Essex",,CM20 2NB
The William Aylmer (J D Wetherspoon),Pub,,51.771185,0.091690,"2 Aylmer House, Kitson Way, Harlow, Essex",,CM20 1DG
Three Horseshoes Public House,Pub,,51.759076,0.081334,"Three Horseshoes Road, Harlow, Essex",,CM19 4HB
Toby Carvery,Pub,,51.780244,0.096574,"Edinburgh Gate, Burnt Mill, Harlow, Essex",,CM20 2LQ
Tye Green Indoor Bowls Club,Pub,,51.758801,0.113418,"Tilegate Road, Harlow, Essex",,CM18 6LU
Victoria Hall Performing Arts Association,Pub,,51.784624,0.136982,"Victoria Hall, Bury Road, Harlow, Essex",,CM17 0ED
Willow,Pub,,51.775234,0.091572,"Hodings Road, Harlow, Essex",,CM20 1NN
Archers,Pub,,51.586576,0.200866,"194-204 Main Road, Romford",,RM2 5HA
Array Brasserie & Grill,Pub,,51.591543,0.244909,"91 Shepherds Hill, Romford",,RM3 0NP
ATIK,Pub,,51.575374,0.182904,"108 South Street, Romford",,RM1 1SS
Ayra,Pub,,51.572304,0.190319,"101 Brentwood Road, Romford",,RM1 2EH
Bell & Gate,Pub,,51.594727,0.164947,"248 Collier Row Lane, Romford",,RM5 3JB
Bretons Community Association & Social Club,Pub,,51.542266,0.186079,"411 Rainham Road, Rainham",,RM13 7LP
BrewDog Upminster,Pub,,51.556827,0.249792,"18 Station Road, Upminster",,RM14 2UB
Colley Rowe Inn,Pub,,51.599026,0.160978,"54-56 Collier Row Road, Romford",,RM5 3PA
Frankie's Wine Bar,Pub,,51.560774,0.221030,"29 Station Lane, Hornchurch",,RM12 6JL
Gidea Park Micropub,Pub,,51.586578,0.200866,"236 Main Road, Romford",,RM2 5HA
Gravity Bar,Pub,,51.599108,0.163723,"322 Collier Row Lane, Romford",,RM5 3NL
Harold Wood Sports Association,Pub,,51.588984,0.233392,"Harold View, Harold Wood",,RM3 0LX
Harvester,Pub,,51.557850,0.209188,"125 Abbs Cross Lane, Hornchurch",,RM12 4XS
Harvester Gidea Park,Pub,,51.587024,0.200497,"91 Main Road, Romford",,RM2 5EL
Henderson Sports & Social Club,Pub,,51.604584,0.246202,"Kenilworth Avenue, Romford",,RM3 9NE
Hornchurch Conservative Club,Pub,,51.563713,0.219687,"25 North Street, Hornchurch",,RM11 1RS
Huntsman & Hounds,Pub,,51.543094,0.252114,"Ockendon Road, Upminster",,RM14 2DN
Iona Social Club,Pub,,51.564607,0.201825,"131-133 Hornchurch Road, Hornchurch",,RM12 4SY
JJ Moon's,Pub,,51.562853,0.215201,"50-54 High Street, Hornchurch",,RM12 4UN
King Harold,Pub,,51.593892,0.234398,"51 Station Road, Harold Wood",,RM3 0BS
Langtons Hall,Pub,,51.566111,0.218375,"Billet Lane, Hornchurch",,RM11 1XJ
Lennards,Pub,,51.501990,0.226542,"New Road, Rainham",,RM13 9EB
Liberty Bell,Pub,,51.578014,0.186481,"Mercury Gardens, Romford",,RM1 3EN
Mawney Arms,Pub,,51.579108,0.170699,"44 Mawney Road, Romford",,RM7 7HT
Monty's Bar,Pub,,51.568490,0.219098,"155 Billet Lane, Hornchurch",,RM11 1UR
Moon & Stars,Pub,,51.575964,0.183106,"99-103 South Street, Romford",,RM1 1NX
New Angel Inn,Pub,,51.518563,0.189830,"31 Broadway, Rainham",,RM13 9YW
New Inn,Pub,,51.581954,0.210429,"45 Squirrels Heath Lane, Hornchurch",,RM2 6DP
Orange Tree,Pub,,51.614211,0.181156,"67 Orange Tree Hill, Havering-Atte-Bower",,RM4 1PJ
Railway Hotel,Pub,,51.554777,0.219050,"Station Lane, Hornchurch",,RM12 6SB
Rainham Working Mens Club,Pub,,51.518741,0.193788,"74 Upminster Road South, Rainham",,RM13 9AA
RM5 Bar & Restaurant,Pub,,51.599746,0.163114,"11 Clockhouse Lane, Romford",,RM5 3PH
Romford & Gidea Park RFC,Pub,,51.568838,0.163875,"R/O 55-59 Crow Lane, Romford",,RM7 0EP
Romford Conservative & Constitutional Club,Pub,,51.586469,0.196544,"67 Main Road, Romford",,RM2 5EH
Romford Conservative Club,Pub,,51.579003,0.187495,"85 Western Road, Romford",,RM1 3LS
Romford United Services Club,Pub,,51.578638,0.176162,"28 Mawney Road, Romford",,RM7 7HB
Royal British Legion,Pub,,51.591197,0.166670,"120 Collier Row Lane, Romford",,RM5 3DT
Royal British Legion,Pub,,51.557352,0.258936,"316 St Mary's Lane, Upminster",,RM14 3HL
Royal British Legion Club,Pub,,51.561606,0.223625,"205 High Street, Hornchurch",,RM11 3XT
Royal British Legion Club,Pub,,51.578639,0.187737,"54 Western Road, Romford",,RM1 3LP
Royal British Legion Club Ltd,Pub,,51.548941,0.201371,"35a Maylands Avenue, Hornchurch",,RM12 5BB
Silver Hall Social Club,Pub,,51.523831,0.178319,"165 New Road, Rainham",,RM13 8SH
Slug & Lettuce,Pub,,51.575964,0.183106,"105-111 South Street, Romford",,RM1 1NX
Thatched House,Pub,,51.557747,0.276210,"St Mary's Lane, Upminster",,RM14 3LT
The Albion,Pub,,51.522951,0.191799,"2 Rainham Road, Rainham",,RM13 8SS
The Ardleigh,Pub,,51.584194,0.220873,"124 Ardleigh Green Road, Hornchurch",,RM11 2SH
The Aspen Tree,Pub,,51.600600,0.176547,"73 Gobions Avenue, Romford",,RM5 3SP
The Bull,Pub,,51.579502,0.182886,"74-76 Market Place, Romford",,RM1 3ER
The Chequers,Pub,,51.566867,0.219827,"121 North Street, Hornchurch",,RM11 1ST
The Crown,Pub,,51.565610,0.188569,"360 Hornchurch Road, Hornchurch",,RM12 4TW
The Crumpled Horn,Pub,,51.554074,0.248387,"33-37 Corbets Tey Road, Upminster",,RM14 2AJ
The Deers Rest,Pub,,51.616076,0.217402,"Noak Hill Road, Romford",,RM3 7LL
The Drill Hotel,Pub,,51.576850,0.207352,"400 Brentwood Road, Romford",,RM2 5TD
The Fatling,Pub,,51.562726,0.219582,"109 High Street, Hornchurch",,RM11 1TX
The Golden Crane,Pub,,51.568731,0.267624,"117 Avon Road, Upminster",,RM14 1RQ
The Golden Lion,Pub,,51.578142,0.179140,"2 High Street, Romford",,RM1 1HR
The Good Intent,Pub,,51.540613,0.202844,"South End Road, Rainham",,RM12 5NU
The Goose,Pub,,51.574508,0.184046,"143 South Street, Romford",,RM1 1PL
The Harrow,Pub,,51.564813,0.204764,"130 Hornchurch Road, Hornchurch",,RM11 1DP
The Havering Well,Pub,,51.565919,0.178281,"148 Rush Green Road, Romford",,RM7 0QA
The Hop Inn,Pub,,51.567779,0.220211,"122-124 North Street, Hornchurch",,RM11 1SU
The Jobber’s Rest,Pub,,51.557747,0.276210,"St Mary's Lane, Upminster",,RM14 3LT
The Junction,Pub,,51.558431,0.250535,"70 Station Road, Upminster",,RM14 2TD
The Lamb,Pub,,51.580071,0.182292,"5 Market Place, Romford",,RM1 3AB
The Optimist Tavern,Pub,,51.548851,0.233734,"Hacton Lane, Hornchurch",,RM14 2XY
The Phoenix,Pub,,51.518563,0.189830,"Broadway, Rainham",,RM13 9YW
The Plough,Pub,,51.561806,0.266717,"83 Front Lane, Upminster",,RM14 1XL
The RAFA  Club,Pub,,51.578249,0.190779,"18 Carlton Road, Romford",,RM2 5AA
The Saxon Horn,Pub,,51.521511,0.211493,"Upminster Road North, Rainham",,RM13 9RY
The Saxon King,Pub,,51.603635,0.237057,"Petersfield Avenue, Romford",,RM3 9PP
The Ship,Pub,,51.587024,0.200497,"93 Main Road, Romford",,RM2 5EL
The Sun,Pub,,51.575090,0.175429,"47 London Road, Romford",,RM7 9QA
The Sutton Arms,Pub,,51.561287,0.220507,"14-16 Station Lane, Hornchurch",,RM12 6NJ
The Victoria,Pub,,51.575198,0.188005,"122 Victoria Road, Romford",,RM1 2PA
The Wheatsheaf,Pub,,51.571938,0.187791,"45 Wheatsheaf Road, Romford",,RM1 2HD
The Willow Farm,Pub,,51.506819,0.226101,"New Road, Rainham",,RM13 9ED
The Windmill,Pub,,51.558442,0.238200,"167 Upminster Road, Hornchurch",,RM14 2RB
Upminster Masonic Hall Co Ltd,Pub,,51.559715,0.255302,"Deyncourt Gardens, Upminster",,RM14 1DF
V Bar,Pub,,51.561606,0.223625,"197a High Street, Hornchurch",,RM11 3XT
Vertigo Lounge,Pub,,51.560774,0.221030,"17-19 Station Lane, Hornchurch",,RM12 6JL
West Ham United Rush Green Training Ground,Pub,,51.563861,0.164591,"Rush Green Road, Romford",,RM7 0LU
Winchesters,Pub,,51.588892,0.158014,"119-121 Cross Road, Mawneys",,RM7 8EA
Yates Romford,Pub,,51.576397,0.182780,"87-89  South Street, Romford",,RM1 1NX
Prince Of Wales,Pub,,51.662917,0.645674,"Woodham Road, Stow Maries, Chelmsford, Essex",,CM3 6SA
Queens Head,Pub,,51.773731,0.796441,"15 North Street, Tolleshunt D'Arcy, Maldon, Essex",,CM9 8TF
Queens Head,Pub,,51.663361,0.820122,"36 Queen Street, Southminster, Essex",,CM0 7BB
St Cedd's Clubhouse,Pub,,51.731070,0.918365,"Eastland Meadows Country Park, East End Road, Bradwell-on-sea, Southminster",,CM0 7PP
The Jolly Sailor,Pub,,51.728786,0.686435,"Church Street, Maldon, Essex",,CM9 5HP
The King Head Public House,Pub,,\N,\N,"Kings Head Public House, High Street, Bradwell-On-Sea, Southminster",,CM0 7QL
The Roundbush Pub,Pub,,51.684940,0.683375,"Roundbush Road, Mundon, Maldon, Essex",,CM9 6NN
Wine And Kitchen @ The Norton,Pub,,51.672090,0.672258,"The Norton, 54 Latchingdon Road, Cold Norton, Chelmsford",,CM3 6JB
Bancroft Rugby Football Club,Pub,,51.616047,0.045716,"Bancroft Rugby Football Club, Buckhurst Way, Buckhurst Hill",,IG9 6JD
Barkingside Buzz Bingo,Pub,,51.592825,0.082171,"Fairlop Road, Barkingside",,IG6 2EF
Barley Bowls Club,Pub,,51.567956,0.111612,"Thackeray Drive, Chadwell Heath",,RM6 4RE
Bealonians Football Club,Pub,,51.598095,0.087654,"The Jack Carter Pavilion, Fencepiece Road, Ilford",,IG6 2JL
Central Restaurant and Lounge,Pub,,51.560374,0.095102,"The Ashgrove, 271 Green Lane, Ilford",,IG3 9TN
Clementswood Bowling Club,Pub,,51.554885,0.089238,"South Park Drive, Seven Kings",,IG1 1SZ
Desi Fusion Flavours,Pub,,51.597319,0.089066,"The Pavilion Oakfield Playing Fields, Forest Road, Hainault",,IG6 3HD
Eastwood Snooker Bar & Grill,Pub,,51.576775,0.065288,"Rear of, 347 Eastern Avenue, Ilford",,IG2 6NE
Faces Nightclub,Pub,,51.576976,0.068329,"Faces, 458-462 Cranbrook Road, Ilford",,IG2 6LE
Fairlop Waters Boathouse Café,Pub,,51.597982,0.104644,"Fairlop Waters Country Park, Forest Road, Hainault",,IG6 3HN
Ford Sports & Social Club (Essex),Pub,,51.577593,0.100267,"Aldborough Road South, Seven Kings",,IG3 8HG
Frenford Club,Pub,,51.571011,0.056556,"Jack Carter Centre, The Drive, Cranbrook",,IG1 3PS
Hainault Bowls Club,Pub,,51.604094,0.117288,"Hainault Recreation Ground, Forest Road, Hainault",,IG6 3SL
Hainault Forest Community Centre,Pub,,51.607770,0.104403,"100b Manford Way, Chigwell",,IG7 4DF
Hainault Forest Golf Club (Private),Pub,,51.605478,0.133715,"Hainault Forest Golf Course, Romford Road, Chigwell",,IG7 4QW
Hainault Youth Centre,Pub,,51.609255,0.117832,"116 Huntsman Road, Hainault",,IG6 3SY
Ilford & District Indoor Bowls Club,Pub,,51.577808,0.088196,"Perrymans Farm Road, Barkingside",,IG2 7LX
Ilford Golf Club,Pub,,51.564528,0.056003,"291 Wanstead Park Road, Ilford",,IG1 3TR
Ilford Liberal Club,Pub,,51.561382,0.072309,"10 Balfour Road, Ilford",,IG1 4JF
Ilford Wanderers Rugby Football,Pub,,51.599192,0.100325,"Forest Road, Hainault",,IG6 3HJ
Jono's Freehouse,Pub,,51.560009,0.069592,"37 Cranbrook Road, Ilford",,IG1 4PA
King George V Public House,Pub,,51.578341,0.070814,"645 Cranbrook Road, Ilford",,IG2 6SX
McCafferty's,Pub,,51.564997,0.101125,"697-699 High Road, Seven Kings",,IG3 8RH
Miller & Carter at the Dick Turpin,Pub,,51.586074,0.102708,"Aldborough Road North, Newbury Park",,IG2 7TD
MM Bar,Pub,,51.558329,0.073398,"1 Chadwick Road, Ilford",,IG1 1EQ
New Fairlop Oak Public House,Pub,,51.594025,0.084941,"The New Fairlop Oak, Fencepiece Road, Ilford",,IG6 2JP
Old Parkonians,Pub,,51.596120,0.090581,"Oakfield Playing Fields, Forest Road, Hainault",,IG6 3HD
O'Neills,Pub,,51.558873,0.070781,"109 Station Road, Ilford",,IG1 4DW
Powerleague,Pub,,51.599192,0.100325,"Forest Road, Hainault",,IG6 3HJ
Redbridge Football Club,Pub,,51.585923,0.089016,"Station Road, Barkingside",,IG6 1NA
Seasons Events and Catering,Pub,,51.607944,0.033297,"15 The Broadway, Woodford Green",,IG8 0HL
St. Cedd's Catholic Club,Pub,,51.565875,0.105311,"783a High Road, Goodmayes",,IG3 8RW
The Beehive Harvester,Pub,,51.576955,0.059653,"Beehive Lane, Gants Hill",,IG4 5DR
The Chequers Public House,Pub,,51.588616,0.081156,"The Chequers, 2 High Street, Barkingside",,IG6 2DD
The Cricketers Public House,Pub,,51.601934,0.018891,"299-301 High Road, Woodford Green",,IG8 9HQ
The Crown & Crooked Billet P H,Pub,,51.607334,0.061056,"13 Cross Road, Woodford Green",,IG8 8BN
The Eva Hart Public House,Pub,,51.570529,0.129957,"1128 High Road, Chadwell Heath",,RM6 4AH
The Forester Public House,Pub,,51.612499,0.111974,"105-107 Burrow Road, Chigwell",,IG7 4NH
The Great Spoon Of Ilford,Pub,,51.562251,0.068410,"114 Cranbrook Road, Ilford",,IG1 4LZ
The Greyhound Public House,Pub,,51.568580,0.120414,"900 High Road, Chadwell Heath",,RM6 4HU
The Horse & Well Public House,Pub,,51.617362,0.026928,"566-568 High Road, Woodford Green",,IG8 0PS
The Old Maypole Public House,Pub,,51.601299,0.084031,"Old Maypole, 105-107 Fencepiece Road, Ilford",,IG6 2NG
The Papermakers Arms Public House,Pub,,51.556530,0.067963,"57 Roden Street, Ilford",,IG1 2AA
The Prince Of Wales Public House,Pub,,51.559149,0.086649,"63 Green Lane, Ilford",,IG1 1XJ
The Railway Tavern Public House,Pub,,51.607860,0.038709,"126 Snakes Lane East, Woodford Green",,IG8 7HY
The Rose & Crown Public House,Pub,,51.609705,0.020897,"31 Mill Lane, Woodford Green",,IG8 0UG
The Travellers Friend Public House,Pub,,51.615648,0.025696,"496-498 High Road, Woodford Green",,IG8 0PN
Toby Carvery,Pub,,51.591478,0.047316,"Southend Road, Woodford Green",,IG8 8LG
Unicorn Public House,Pub,,51.591751,0.064061,"225 Clayhall Avenue, Clayhall",,IG5 0NY
Uplands Social Club,Pub,,51.605236,0.053033,"Uplands Social Club, 2 Green Walk, Woodford Green",,IG8 8EF
Wanstead Rugby Club,Pub,,51.596741,0.051856,"Wanstead Rugby Club, Roding Lane North, Woodford Green",,IG8 8JY
Woodford Bowling Club Limited,Pub,,51.609413,0.034720,"Kings Avenue, Woodford Green",,IG8 0JA
Woodford Wells Cricket and Lawn Tennis Club,Pub,,51.614923,0.028076,"Monkhams Lane, Woodford Green",,IG8 0NL
Anchor Inn,Pub,,51.617493,0.742728,"High Street, Canewdon, Essex",,SS4 3QA
Ballards Gore Golf Club,Pub,,51.601622,0.747967,"Ballards Gore, Stambridge, Rochford, Essex",,SS4 2DA
Carpenters Arms Wickford Ltd,Pub,,51.598678,0.572795,"Carpenters Arms, London Road, Rawreth, Essex",,SS11 8TZ
Cherry Tree,Pub,,51.584097,0.729977,"Stambridge Road, Rochford, Essex",,SS4 2AF
Essex Marina Yacht Club,Pub,,51.621743,0.796228,"Unit 3A, Essex Marina, Wallasea Island, Rochford",,SS4 2HF
Exhibition Inn,Pub,,51.553467,0.793018,"241 High Street, Great Wakering, Southend-On-Sea, Essex",,SS3 0HZ
Golden Lion,Pub,,51.583090,0.706803,"The Golden Lion, 35 North Street, Rochford, Essex",,SS4 1AB
Grange Community Centre,Pub,,51.594746,0.584759,"Rayleigh Grange Commuity Centre, Little Wheatley Chase, Rayleigh, Essex",,SS6 9EH
Great Wakering Community Centre,Pub,,51.553056,0.805342,"High Street, Great Wakering, Southend-On-Sea, Essex",,SS3 0EJ
Great Wakering Rovers Football Club,Pub,,51.559745,0.798279,"Little Wakering Hall Lane, Great Wakering, Southend-On-Sea, Essex",,SS3 0HH
Gt. Wakering Royal British Legion,Pub,,51.553371,0.800081,"204 High Street, Great Wakering, Southend-On-Sea, Essex",,SS3 0HF
Hockley Bowling Club,Pub,,51.600524,0.662190,"Highams Road, Hockley, Essex",,SS5 4DG
Hockley Community Centre,Pub,,51.604500,0.649133,"Hockley Community Centre Association, Westminster Drive, Hockley, Essex",,SS5 4XD
Horse And Groom,Pub,,51.578908,0.707593,"1 Southend Road, Rochford, Essex",,SS4 1HA
Hullbridge Community Centre (Bar),Pub,,51.628184,0.615994,"Hullbridge Community Association, Pooles Lane, Hullbridge, Hockley",,SS5 6PA
Hullbridge Sports Association,Pub,,51.616968,0.619654,"Hullbridge Sports Club, Lower Road, Hullbridge, Hockley",,SS5 6BJ
Masonic Lodge,Pub,,51.581433,0.706892,"24 South Street, Rochford, Essex",,SS4 1BQ
Paul Pry,Pub,,51.582774,0.600305,"14 High Road, Rayleigh, Essex",,SS6 7AA
Plough & Sail,Pub,,51.595787,0.804163,"Plough And Sail, East End, Paglesham, Rochford",,SS4 2EQ
Rankins Cricket Club,Pub,,51.580427,0.724342,"Broomhills, Stambridge Road, Rochford, Essex",,SS4 2AQ
Rayleigh Conservative Club - Bar,Pub,,51.589212,0.606044,"7 London Hill, Rayleigh, Essex",,SS6 7HW
Rayleigh Lanes Snooker,Pub,,51.585874,0.605694,"89 High Street, Rayleigh, Essex",,SS6 7EJ
Rayleigh Lodge,Pub,,51.583604,0.622411,"The Chase, Rayleigh, Essex",,SS6 8RW
Rayleigh Town Sports And Social Club,Pub,,51.595458,0.590012,"Rayleigh Sports And Social Club, London Road, Rayleigh, Essex",,SS6 9DT
Rochford 100 Rugby Club,Pub,,51.596671,0.685647,"Rochford Rugby Club, Magnolia Road, Rochford, Essex",,SS4 3AD
Rollacity,Pub,,51.576793,0.718539,"12 Purdeys Way, Rochford, Essex",,SS4 1NE
Royal British Legion (Bar),Pub,,51.589506,0.606566,"2 London Hill, Rayleigh, Essex",,SS6 7HP
Royal Oak,Pub,,51.592924,0.740713,"Stambridge Road, Stambridge, Rochford, Essex",,SS4 2AX
Smugglers Den Bar \\& Grill,Pub,,51.627888,0.613535,"315 Ferry Road, Hullbridge, Essex",,SS5 6NA
Spa Public House,Pub,,51.600705,0.656612,"60 Southend Road, Hockley, Essex",,SS5 4QH
Spread Eagle,Pub,,51.585874,0.605694,"93 High Street, Rayleigh, Essex",,SS6 7EJ
The  Half Moon,Pub,,51.587572,0.608011,"5 High Street, Rayleigh, Essex",,SS6 7EW
The Anchor,Pub,,51.627666,0.614216,"284 Ferry Road, Hullbridge, Essex",,SS5 6ND
The Castle Inn,Pub,,51.562053,0.786704,"181 Little Wakering Road, Little Wakering, Essex",,SS3 0JW
The Cock Inn,Pub,,51.583089,0.678248,"Cock Inn, Hall Road, Rochford, Essex",,SS4 1PD
The Half Moon,Pub,,51.587572,0.608011,"5 High Street, Rayleigh, Essex",,SS6 7EW
The Marlborough Head,Pub,,51.582204,0.703892,"71 West Street, Rochford, Essex",,SS4 1AX
The Pink Toothbrush,Pub,,51.587065,0.607134,"23 High Street, Rayleigh, Essex",,SS6 7EW
The Rayleigh Cricket Club,Pub,,51.605232,0.596577,"Cricket Pavilion, Rawreth Lane, Rayleigh, Essex",,SS6 9RN
The Roebuck,Pub,,51.585008,0.603392,"138 High Street, Rayleigh, Essex",,SS6 7BU
The Royal British Legion,Pub,,51.599571,0.662582,"White Hart Lane, Hawkwell, Hockley, Essex",,SS5 4DQ
The Waeccer,Pub,,\N,\N,"23 High Street, Great Wakering, Essex",,SS3 0EF
The Yacht Club @ Brandy Hole Ltd,Pub,,51.630966,0.631125,"Brandy Hole Yacht Club, Kingsmans Farm Road, Hullbridge, Essex",,SS5 6QB
Tinks Tipsy Tavern,Pub,,51.587052,0.633481,"Stevens Farm, Bull Lane, Rayleigh, Essex",,SS6 8NW
Up River Yacht Club,Pub,,51.628184,0.615994,"Pooles Lane, Hullbridge, Hockley, Essex",,SS5 6PA
Victory Inn,Pub,,51.605797,0.691903,"485 Ashingdon Road, Ashingdon, Essex",,SS4 3EU
Westcliff Rugby & Football Club,Pub,,51.572016,0.685795,"The Gables, Aviation Way, Rochford, Essex",,SS2 6UN
White Hart Inn Hockley Ltd,Pub,,51.598864,0.660432,"The White Hart, Main Road, Hawkwell, Hockley",,SS5 4NS
Alex Public House,Pub,,51.534996,0.711735,"The Alexandra, 53 Alexandra Street, Southend-On-Sea, Essex",,SS1 1BW
Angel Inn,Pub,,51.544925,0.778200,"The Angel Inn, North Shoebury Road, Shoeburyness, Southend-On-Sea",,SS3 8UD
Barts Bar,Pub,,51.539841,0.713365,"First Floor And Second Floor, 14 - 16 Southchurch Road, Southend-On-Sea, Essex",,SS1 2NE
Big George Entertainment Ltd,Pub,,51.533276,0.719160,"The Papillon, 14 Marine Parade, Southend-On-Sea, Essex",,SS1 2EJ
Brookside Tavern,Pub,,51.569851,0.648505,"The Brookside Tavern, 357 Rayleigh Road, Eastwood, Essex",,SS9 5PS
Cafe Vino,Pub,,51.542376,0.654713,"50 Elm Road, Leigh-on-sea, Essex",,SS9 1SN
Cellar Wine Bar Ltd,Pub,,51.543013,0.665003,"196 Leigh Road, Leigh-on-sea, Essex",,SS9 1BS
Chinnerys,Pub,,51.533277,0.719160,"21 - 22 Marine Parade, Southend-On-Sea, Essex",,SS1 2EJ
Cow & Telescope,Pub,,51.540348,0.714779,"79 Southchurch Road, Southend-On-Sea, Essex",,SS1 2NL
Craftwerk Beers,Pub,,51.535378,0.712695,"14 Alexandra Street, Southend-On-Sea, Essex",,SS1 1BU
Crooked Billet,Pub,,51.540469,0.649352,"The Crooked Billet, 51 High Street, Leigh-On-Sea, Essex",,SS9 2EP
Entice,Pub,,51.539944,0.715923,"3 Warrior House, 42 - 82 Southchurch Road, Southend-On-Sea, Essex",,SS1 2LZ
Essex County Bowling Club,Pub,,51.543622,0.686257,"Imperial Avenue, Westcliff-On-Sea, Essex",,SS0 8NE
Essex Yacht Club,Pub,,51.538744,0.659188,"HMS Wilton, Cinder Path, Leigh-On-Sea, Essex",,SS9 1BD
Estuary Club,Pub,,51.547746,0.636071,"1386 London Road, Leigh-On-Sea, Essex",,SS9 2UJ
Falcon,Pub,,51.533096,0.721658,"45 Marine Parade, Southend-on-sea, Essex",,SS1 2EN
Guildford,Pub,,51.542760,0.718211,"The Guildford, 95 - 97 Sutton Road, Southend-On-Sea, Essex",,SS2 5PB
Halfway House Toby Carvery (Thorpe Bay),Pub,,51.530493,0.743666,"Toby Carvery, 213 Eastern Esplanade, Southend-On-Sea, Essex",,SS1 3AD
Hero's,Pub,,51.539898,0.713756,"Ground Floor, 14 - 16 Southchurch Road, Southend-On-Sea, Essex",,SS1 2NE
Hope Hotel,Pub,,51.533277,0.719160,"34 Marine Parade, Southend-On-Sea, Essex",,SS1 2EJ
Hush,Pub,,51.536139,0.711659,"19 - 21 Clarence Road, Southend-On-Sea, Essex",,SS1 1AN
Infinity Showbar,Pub,,51.535371,0.712737,"20 Alexandra Street, Southend-on-sea, Essex",,SS1 1BU
Iveagh Conservative Club,Pub,,51.543723,0.669647,"69 Leigh Road, Leigh-On-Sea, Essex",,SS9 1JW
Legra Tap And Kitchen,Pub,,\N,\N,"The Harry Public House, 1517 London Road, Leigh-on-sea, Essex",,SS9 2SF
Mariners Court,Pub,,51.541737,0.659276,"125 - 127 Broadway, Leigh-On-Sea, Essex",,SS9 1PG
Mawson's Micro Pub,Pub,,51.541499,0.736597,"781 Southchurch Road, Southend-On-Sea, Essex",,SS1 2PP
Mecca Bingo,Pub,,51.544764,0.715937,"2 Greyhound Way, Southend-On-Sea, Essex",,SS2 5PY
Mile And A Third,Pub,,51.538994,0.693137,"67 Hamlet Court Road, Westcliff-On-Sea, Essex",,SS0 7EU
MooMoo Clubrooms Southend,Pub,,51.539398,0.713625,"Basement, Maitland House, Warrior Square, Southend-On-Sea",,SS1 2JY
Old Walnut Tree,Pub,,51.541904,0.741857,"The Old Walnut Tree, Southchurch Boulevard, Southend-On-Sea, Essex",,SS2 4XA
Park Tavern,Pub,,51.540192,0.705193,"The Park Tavern, 124 London Road, Southend-On-Sea, Essex",,SS1 1PQ
Parsons Barn,Pub,,51.542213,0.784511,"Frobisher Way, Shoeburyness, Southend-On-Sea, Essex",,SS3 8UT
Peggy Sue's Piano Bar,Pub,,51.547711,0.663100,"1063 London Road, Leigh-On-Sea, Essex",,SS9 3JP
Popworld,Pub,,51.538809,0.713821,"2 - 4 Warrior Square, Southend-on-sea, Essex",,SS1 2JE
Porters Pub,Pub,,51.547627,0.683017,"367 Westborough Road, Westcliff-On-Sea, Essex",,SS0 9TS
Railway Tavern,Pub,,51.549120,0.708450,"The Railway Public House, 108 East Street, Southend-On-Sea, Essex",,SS2 6LH
Rose Inn,Pub,,51.551849,0.759955,"Wakering Road, Southend-On-Sea, Essex",,SS3 0PY
